Gene	SRR11319298	SRR11319299	SRR11319300	SRR11319307	SRR11319308	SRR11319309
ZNF382	8	2	5	5	2	4
ZNF461	92	70	102	95	84	72
AC074138.3	15	22	16	14	18	17
ZNF567	151	145	211	159	193	145
ZNF850	562	466	650	619	565	413
ZNF790-AS1	2	1	1	2	0	1
ZNF790	101	63	55	70	58	66
ZNF345	49	37	67	28	25	37
ZNF829	37	18	24	31	29	25
ZNF568	12	19	19	17	17	17
ZNF420	160	130	172	153	132	129
ZNF585A	286	276	334	326	295	223
ZNF585B	460	327	499	447	413	351
ZNF383	98	80	113	87	69	60
AC012309.5	21	22	18	16	15	15
LOC284412	5	2	3	7	6	4
HKR1	356	352	406	356	396	324
ZNF527	92	87	103	107	97	84
ZNF569	175	150	186	189	148	136
ZNF570	52	40	61	59	47	40
LOC101927720	15	14	23	13	10	9
ZNF793	183	147	182	193	130	145
ZNF571-AS1	2	1	5	0	4	0
ZNF540	4	8	12	5	11	5
ZNF571	45	55	45	44	32	38
ZFP30	304	265	321	279	277	187
ZNF781	0	0	2	0	2	0
ZNF607	283	235	314	252	203	176
ZNF573	56	64	62	64	57	34
LOC644554	0	0	0	0	0	0
AC016582.2	10	7	9	15	12	6
WDR87	2	0	1	0	1	0
SIPA1L3	1760	1496	2018	1903	1665	1240
DPF1	229	160	265	309	280	200
PPP1R14A	2	0	0	1	0	0
SPINT2	13368	11867	14676	14799	12583	9810
YIF1B	849	809	982	816	739	548
C19orf33	0	0	0	0	0	0
KCNK6	190	183	207	188	199	150
CATSPERG	25	23	19	25	34	21
PSMD8	5003	4082	5555	5374	4515	3842
GGN	16	15	11	27	25	18
SPRED3	66	41	65	130	93	84
FAM98C	226	175	212	206	182	167
RASGRP4	1	4	5	4	3	1
RYR1	2352	1955	2316	2186	2002	1609
MAP4K1	53	58	80	83	76	65
EIF3K	5241	4501	5734	5123	4642	3895
ACTN4	34879	31196	38885	34095	29849	23811
CAPN12	58	42	61	65	46	36
LGALS7	3	0	0	1	1	0
LGALS7B	15	11	10	19	6	9
LGALS4	10	7	8	6	2	2
ECH1	3896	3320	4361	3778	3280	2598
HNRNPL	15047	13018	16883	13831	12517	10292
RINL	23	24	39	36	30	15
SIRT2	708	648	759	824	772	603
NFKBIB	828	686	971	886	798	656
CCER2	5	4	7	17	6	6
SARS2	1025	893	1116	1036	906	705
MRPS12	1036	922	1204	1221	999	776
FBXO17	1053	908	1085	882	689	571
FBXO27	2286	1843	2355	2257	1988	1531
PAPL	94	101	124	152	101	108
PAK4	5128	4413	5882	4848	4204	3549
NCCRP1	7	1	4	8	4	5
SYCN	0	0	0	0	0	0
IFNL3	0	1	2	0	0	0
IFNL4	0	0	0	0	0	0
IFNL2	2	1	2	1	0	0
IFNL1	8	7	11	0	0	0
LRFN1	74	66	89	79	77	37
GMFG	0	5	2	1	0	0
SAMD4B	5918	5209	6534	6147	5370	4502
PAF1	3796	3065	3991	3650	3264	3013
MED29	1946	1703	2134	2335	2019	1714
ZFP36	1030	802	1007	1022	848	682
MIR4530	0	0	0	0	0	0
TRNAI18	0	0	0	1	0	0
PLEKHG2	1297	1161	1407	1391	1157	1042
RPS16	18934	17147	22105	19484	16777	14002
LOC723805	7	3	6	3	4	2
SUPT5H	6328	5030	6433	6233	5533	4655
TIMM50	2059	1791	2455	2219	1945	1456
DLL3	2	0	11	2	1	3
SELV	0	0	0	0	0	1
EID2B	107	114	120	98	74	76
EID2	730	577	742	663	591	470
LGALS13	0	0	0	0	0	0
LOC100129935	0	0	0	0	0	0
LGALS16	0	0	0	0	0	0
LGALS17A	0	0	1	0	0	0
LGALS14	0	0	0	0	0	0
CLC	0	0	0	0	0	0
LEUTX	0	0	0	0	0	0
DYRK1B	270	194	296	322	266	248
MIR6719	1	0	0	1	0	0
FBL	6822	6051	7825	6192	5577	4860
FCGBP	11	10	7	5	9	2
PSMC4	3560	2733	3566	3638	3205	2873
ZNF546	60	41	48	41	43	53
ZNF780B	447	362	444	506	443	321
ZNF780A	1271	1031	1252	1228	1121	1002
MAP3K10	409	404	518	445	372	306
TTC9B	2	6	2	3	0	4
CNTD2	3	5	1	3	9	2
AKT2	5803	5052	6220	5331	4903	3920
MIR641	31	21	23	18	17	8
C19orf47	611	515	737	653	635	450
PLD3	2125	1890	2180	1985	1804	1483
MIR6796	0	0	0	0	3	0
HIPK4	3	4	4	4	9	2
PRX	195	149	188	170	143	126
SERTAD1	558	500	609	650	636	480
SERTAD3	649	542	722	646	583	443
BLVRB	774	681	917	695	579	454
SPTBN4	18	12	19	10	9	14
SHKBP1	2274	1956	2602	2310	1983	1559
LTBP4	396	410	430	411	381	296
NUMBL	618	618	853	689	593	457
ADCK4	620	517	636	612	574	508
ITPKC	598	483	584	589	500	412
C19orf54	1438	1135	1495	1484	1232	1027
SNRPA	3558	3009	4006	3101	2692	2240
MIA	1	0	0	2	1	0
MIA-RAB4B	0	0	0	0	0	0
RAB4B-EGLN2	0	0	0	0	0	0
RAB4B	0	0	0	0	0	0
EGLN2	1	3	2	3	0	0
CYP2A6	3	6	5	4	2	9
CYP2A7	6	3	1	0	0	0
CYP2G1P	0	3	1	0	0	1
CYP2B7P	6	1	6	4	5	8
CYP2B6	3	2	0	3	6	4
CYP2A13	0	0	0	0	0	0
CYP2F1	0	3	0	0	1	1
CYP2S1	574	518	651	522	495	435
AXL	7267	6641	8898	8800	7674	5900
HNRNPUL1	28691	24504	32081	29228	26100	22212
CCDC97	1687	1414	1793	1646	1527	1210
TGFB1	1417	1244	1630	1723	1335	1157
B9D2	63	42	45	59	47	28
TMEM91	70	50	59	59	64	49
EXOSC5	491	482	578	550	440	372
BCKDHA	1060	926	1145	1032	931	741
B3GNT8	26	19	26	29	14	11
ATP5SL	1641	1397	1794	1625	1493	1111
C19orf69	0	0	0	0	0	0
PCAT19	0	0	0	0	1	2
LOC101927931	0	0	0	0	0	0
CEACAM21	0	0	0	0	0	0
LOC102723837	0	0	0	0	0	0
CEACAM4	0	0	0	0	0	0
CEACAM7	0	0	0	0	0	0
CEACAM5	0	0	0	1	1	0
CEACAM6	1	0	2	6	3	0
CEACAM3	0	0	0	0	0	0
LYPD4	0	0	0	0	0	0
DMRTC2	0	0	0	0	0	1
RPS19	17275	17091	19996	17955	15412	12765
MIR6797	2	2	4	1	1	0
CD79A	3	3	2	1	1	1
ARHGEF1	2554	2158	2861	2560	2271	1883
LOC390937	3	4	5	4	2	8
LOC100505585	0	1	4	4	1	2
RABAC1	728	627	769	730	609	461
ATP1A3	28	26	38	40	50	27
GRIK5	44	52	51	81	62	61
ZNF574	631	518	620	613	578	419
POU2F2	22	29	20	35	29	26
LOC100505622	0	0	0	0	0	0
MIR4323	0	0	0	0	0	0
DEDD2	845	765	947	861	747	632
ZNF526	716	623	820	646	685	466
GSK3A	2000	1775	2108	2138	1877	1426
ERF	1985	1679	2244	1828	1574	1327
CIC	2052	1674	1943	2040	1759	1445
PAFAH1B3	390	325	436	357	331	222
PRR19	17	11	20	18	9	14
TMEM145	9	4	3	7	2	3
MEGF8	1897	1663	2082	1928	1738	1339
MIR8077	0	0	0	0	0	0
CNFN	17	22	22	20	16	15
LIPE-AS1	13	17	5	10	7	9
LOC101930071	5	3	2	0	3	4
LIPE	52	32	67	37	24	27
CXCL17	5	7	8	4	0	0
CEACAM1	61	43	43	13	14	13
CEACAM8	1	0	0	0	0	0
PSG3	0	0	0	0	0	0
PSG8	0	0	0	0	0	0
AC004603.4	0	0	0	0	0	0
PSG10P	0	0	0	0	0	0
PSG1	0	2	0	2	1	0
PSG6	1	0	0	0	0	0
PSG7	0	0	0	0	0	1
PSG11	0	0	0	0	0	0
PSG2	0	0	0	2	0	0
PSG5	1	2	3	6	3	6
PSG4	2	0	0	0	4	1
LOC284344	0	0	0	1	1	0
PSG9	9	3	5	8	4	9
PRG1	0	0	0	0	3	2
CD177	0	0	0	1	1	0
TEX101	0	0	0	0	1	0
LYPD3	316	291	284	319	295	239
PHLDB3	108	113	108	129	95	73
ETHE1	163	172	186	175	181	131
ZNF575	21	9	12	20	19	7
XRCC1	866	749	945	917	776	665
PINLYP	1	0	3	3	1	0
IRGQ	737	556	772	763	713	515
ZNF576	225	166	203	183	162	153
ZNF428	150	156	211	180	137	135
SRRM5	22	24	31	16	27	22
CADM4	634	488	682	660	628	527
PLAUR	148	157	181	139	119	94
IRGC	0	0	0	0	0	0
SMG9	443	389	449	456	430	384
KCNN4	353	316	360	350	255	214
LYPD5	41	41	59	41	43	40
ZNF283	140	121	137	134	128	116
ZNF404	8	2	3	9	5	0
RP11-15A1.3	1	0	1	0	0	1
ZNF45	306	304	330	345	263	203
ZNF221	62	59	83	52	57	44
ZNF155	90	80	103	89	60	68
RP11-15A1.7	8	5	6	3	1	1
ZNF230	87	94	88	71	65	68
ZNF222	48	52	64	52	49	49
ZNF223	90	92	114	108	80	86
ZNF284	78	64	91	66	66	64
ZNF224	133	135	163	139	128	98
LOC100379224	11	6	4	6	10	3
ZNF225	95	112	110	106	112	81
ZNF234	282	226	269	224	238	201
ZNF226	308	226	261	271	265	204
ZNF227	364	311	367	335	288	242
ZNF233	10	0	7	10	11	6
ZNF235	78	69	61	70	54	36
ZNF112	148	109	159	139	146	110
ZNF285	0	1	0	1	0	0
ZNF229	0	0	0	0	0	0
ZNF180	279	283	317	294	309	220
CEACAM20	1	0	0	1	0	0
CEACAM22P	4	1	2	0	6	2
IGSF23	7	7	4	6	5	4
PVR	2274	2013	2670	2568	2133	1696
MIR4531	1	1	0	0	0	0
CEACAM19	96	69	88	83	56	60
CEACAM16	1	0	3	3	0	2
BCL3	1711	1138	1346	1371	1100	900
MIR8085	7	0	0	3	1	0
CBLC	904	828	1000	756	638	513
BCAM	7564	6498	8003	7048	6106	5280
PVRL2	1642	1392	1815	1828	1545	1269
TOMM40	2808	2426	3303	3022	2584	2101
APOE	8	7	12	15	16	10
APOC1	48	67	70	73	68	51
APOC1P1	0	0	0	0	0	0
APOC4-APOC2	0	0	0	0	0	0
APOC4	0	0	0	0	0	0
APOC2	0	0	0	0	0	0
CLPTM1	3144	2748	3342	3371	2923	2429
RELB	346	317	408	427	413	321
CLASRP	1198	1049	1259	1118	955	796
ZNF296	63	52	61	67	61	29
GEMIN7	207	174	239	227	171	154
PPP1R37	879	758	969	954	772	675
NKPD1	15	5	9	18	8	12
TRAPPC6A	421	359	404	299	303	251
BLOC1S3	230	189	234	219	187	163
EXOC3L2	0	3	0	5	0	4
MARK4	1100	939	1132	1124	1009	846
CKM	2	1	0	5	0	0
KLC3	375	338	465	438	413	306
ERCC2	969	908	1184	1127	982	745
PPP1R13L	2749	2307	2923	2444	2134	1668
CD3EAP	254	208	239	236	203	173
ERCC1	1009	881	1098	1110	986	770
MIR6088	0	0	0	0	0	0
FOSB	114	95	95	163	166	156
TRNAU1	0	0	0	0	0	0
RTN2	244	220	275	240	196	162
PPM1N	10	15	33	34	17	20
VASP	3678	3171	4190	3737	3172	2481
OPA3	844	725	870	836	761	624
GPR4	2	0	1	5	0	0
EML2	790	703	879	752	594	512
MIR330	0	0	3	0	0	0
C19orf83	2	2	5	2	2	3
GIPR	5	6	5	8	2	1
MIR642A	0	0	0	0	0	0
MIR642B	0	0	0	0	0	0
SNRPD2	3295	3028	3953	3345	2909	2661
QPCTL	207	188	232	226	190	127
FBXO46	577	536	612	674	523	416
LOC388553	4	3	3	3	2	2
SIX5	476	403	507	498	414	354
DMPK	441	345	471	393	304	261
DMWD	634	525	722	622	606	400
RSPH6A	0	1	2	0	0	1
SYMPK	3144	2815	3358	2910	2503	1951
FOXA3	1	0	0	0	0	1
IRF2BP1	476	398	516	402	358	300
MYPOP	226	229	306	288	209	207
NANOS2	2	0	0	1	0	0
NOVA2	0	0	0	0	0	1
CCDC61	108	103	118	132	118	71
MIR769	0	0	0	0	0	0
PGLYRP1	6	4	0	1	3	1
IGFL4	0	0	0	1	1	1
IGFL3	0	0	0	0	0	0
IGFL2	0	0	0	0	0	2
AC006262.5	32	29	29	72	91	62
DKFZp434J0226	1	1	3	3	12	5
IGFL1	426	328	498	2088	1890	1536
HIF3A	2	0	0	1	3	3
PPP5C	1678	1374	1860	1832	1594	1336
CCDC8	0	1	1	1	1	1
PNMAL1	1	0	0	0	0	0
PPP5D1	18	22	16	19	19	7
PNMAL2	0	0	0	1	2	0
CALM3	6072	5064	6390	5516	4980	4313
PTGIR	0	0	1	0	0	0
GNG8	0	0	0	0	0	0
DACT3	5	4	5	7	6	6
DACT3-AS1	4	1	2	6	3	1
PRKD2	1124	989	1212	1136	931	784
MIR320E	6	2	3	1	0	0
STRN4	2162	1977	2561	2228	2026	1589
FKRP	396	342	436	387	352	329
SLC1A5	3998	3473	4433	3338	2749	2302
SNAR-E	0	0	0	0	0	0
AP2S1	1702	1608	2013	1892	1576	1350
ARHGAP35	5961	5046	6431	5535	5105	4187
NPAS1	20	19	25	17	31	12
TMEM160	141	122	146	128	127	89
ZC3H4	2382	1886	2443	2309	2074	1762
SAE1	4320	3751	4862	4271	3908	3251
BBC3	31	46	38	23	39	25
MIR3190	0	0	0	0	0	0
MIR3191	0	0	0	0	0	0
CCDC9	420	360	431	393	347	292
PRR24	79	77	99	71	64	59
LOC102723962	0	0	0	0	1	0
C5AR1	42	24	34	27	17	17
C5AR2	0	0	0	0	0	0
DHX34	750	684	804	705	635	515
MEIS3	14	14	9	16	18	7
SLC8A2	1	3	4	1	2	4
KPTN	347	262	332	322	229	224
NAPA-AS1	13	11	11	12	15	11
NAPA	1182	1003	1340	1224	1107	839
ZNF541	2	0	2	1	0	4
GLTSCR1	473	400	541	493	420	303
EHD2	3331	2899	3802	3336	2780	2310
GLTSCR2	1850	1744	2090	1700	1516	1298
SNORD23	1	4	4	10	3	3
SEPW1	304	257	305	329	267	230
TPRX1	0	0	0	0	0	0
CRX	0	0	0	1	1	0
SULT2A1	0	0	0	0	0	0
SNAR-A12	0	0	0	0	0	0
SNAR-C5	0	0	0	0	0	0
SNAR-A1	0	0	0	0	0	0
SNAR-A3	0	0	0	0	0	0
SNAR-C2	0	0	0	0	0	0
SNAR-A2	0	0	0	0	0	0
SNAR-C4	0	0	0	0	0	0
SNAR-A13	0	0	0	0	0	0
SNAR-C3	0	0	0	0	0	0
SNAR-C1	0	0	0	0	0	0
BSPH1	0	0	0	0	0	0
ELSPBP1	0	1	0	2	0	0
CABP5	0	0	0	0	0	0
PLA2G4C	10	8	11	8	8	11
LIG1	1549	1257	1839	1560	1468	1259
C19orf68	443	353	437	388	368	377
LOC102723980	26	17	31	21	21	13
CARD8	400	329	358	312	351	248
LOC100505812	41	47	45	58	40	33
ZNF114	81	78	105	58	45	56
CCDC114	9	5	5	7	8	12
EMP3	102	119	162	124	124	101
TMEM143	78	91	117	135	80	83
SYNGR4	6	0	2	4	0	0
KDELR1	5473	4796	5941	5610	4842	3932
LOC102724003	12	6	3	3	4	3
GRIN2D	501	413	530	516	443	341
GRWD1	1212	1007	1327	1296	1079	958
KCNJ14	210	189	199	191	159	107
CYTH2	1459	1103	1517	1511	1362	1210
LMTK3	279	259	310	325	276	223
SULT2B1	29	17	20	28	18	15
FAM83E	90	79	68	88	83	80
SPACA4	3	4	3	7	5	0
RPL18	10206	9477	11831	10034	8595	7291
SPHK2	278	260	291	341	278	190
DBP	220	178	290	194	152	121
CA11	42	55	79	54	56	59
SEC1P	8	4	6	6	5	1
NTN5	29	14	18	15	13	24
FUT2	26	23	34	34	31	33
MAMSTR	25	13	18	15	14	10
RASIP1	23	20	22	28	18	15
IZUMO1	9	3	14	15	11	6
FUT1	351	338	409	352	284	224
FGF21	4	2	2	2	0	2
BCAT2	624	586	729	613	551	420
HSD17B14	2	6	5	4	1	3
PLEKHA4	550	566	556	419	348	317
PPP1R15A	404	315	418	410	396	329
TULP2	0	0	0	2	1	0
NUCB1	2499	2226	2778	2492	2247	1730
DHDH	19	20	28	22	13	7
BAX	2069	1715	2217	2129	1788	1393
FTL	26569	22954	29623	24672	21405	17595
GYS1	1543	1292	1582	1642	1399	1081
RUVBL2	5807	5021	6661	5657	5035	4161
MIR6798	0	0	0	0	0	0
LHB	3	3	0	5	6	3
LOC101059948	5	4	5	9	4	1
CGB	0	0	0	0	2	0
SNAR-G2	0	0	0	0	0	0
CGB2	0	0	0	0	0	0
CGB1	0	0	0	0	0	1
SNAR-G1	0	0	0	0	0	0
CGB5	0	2	0	3	1	0
CGB8	1	0	0	0	0	0
CGB7	87	59	84	95	103	85
NTF4	208	207	267	211	157	133
KCNA7	1	1	1	2	1	2
SNRNP70	8019	6751	8485	7565	6590	5907
LIN7B	59	50	65	64	46	43
C19orf73	6	6	7	4	5	6
PPFIA3	238	153	208	224	157	105
HRC	2	2	1	1	4	1
TRPM4	579	626	765	682	578	478
SLC6A16	21	27	48	23	15	23
MIR4324	0	0	4	2	3	2
CD37	33	39	27	37	22	33
TEAD2	1101	950	1094	1060	903	755
DKKL1	1	1	0	2	0	7
AC010524.2	2	0	2	1	2	1
CCDC155	0	0	0	0	0	0
PTH2	0	0	0	0	0	0
GFY	0	0	0	0	0	0
SLC17A7	2	2	5	6	6	8
PIH1D1	1130	962	1252	1248	1142	913
ALDH16A1	909	757	975	1048	858	626
FLT3LG	67	44	93	46	42	37
RPL13A	31276	27852	34740	29184	25810	21097
SNORD32A	13	9	16	13	8	12
SNORD33	1	1	1	0	0	1
SNORD34	0	0	2	4	2	6
SNORD35A	11	9	7	6	6	3
RPS11	21862	19440	24200	20914	19053	15957
SNORD35B	18	15	4	11	7	13
MIR150	0	0	0	0	0	0
FCGRT	599	516	664	613	454	374
RCN3	34	32	43	50	26	35
NOSIP	891	731	1003	1046	919	769
PRRG2	191	207	234	199	201	187
PRR12	3062	2763	3410	3340	2878	2325
RRAS	380	367	467	374	355	245
SCAF1	3642	3147	4138	3881	3569	2678
IRF3	1522	1290	1601	1576	1264	1072
BCL2L12	695	635	846	743	621	499
PRMT1	8152	7241	9507	8611	7533	6051
MIR5088	0	0	0	0	0	0
ADM5	47	25	45	57	40	23
CPT1C	121	117	160	184	157	165
TSKS	1	1	0	0	0	1
AP2A1	2633	2458	3132	2823	2507	1881
MIR6799	0	0	0	0	0	0
FUZ	16	15	11	13	13	8
MED25	772	713	930	863	721	557
MIR6800	0	0	0	0	0	0
PTOV1-AS1	653	547	694	652	658	486
PTOV1	1978	1876	2299	1871	1606	1234
MIR4749	0	0	0	0	0	0
PNKP	597	538	625	602	573	451
AKT1S1	2365	2029	2670	2634	2291	1829
TBC1D17	428	329	354	395	386	303
MIR4750	0	0	0	0	0	0
IL4I1	4	0	10	2	6	5
NUP62	2989	2695	3558	3027	2744	2148
ATF5	1299	1179	1572	1926	1628	1448
MIR4751	0	0	0	0	0	0
SIGLEC11	0	0	0	0	0	0
SIGLEC16	2	2	0	3	0	1
VRK3	649	563	703	651	615	469
ZNF473	453	381	460	469	449	356
FLJ26850	0	0	0	4	0	1
LOC100287477	0	0	2	0	0	0
LOC101928432	0	1	1	2	4	0
SNAR-A4	0	0	0	0	0	0
SNAR-A14	0	0	0	0	0	0
SNAR-A5	0	0	0	0	0	0
SNAR-A6	0	0	0	0	0	0
SNAR-A7	0	0	0	0	0	0
SNAR-A8	0	0	0	0	0	0
SNAR-A9	0	0	0	0	0	0
SNAR-A10	0	0	0	0	0	0
SNAR-A11	0	0	0	0	0	0
SNAR-B1	0	0	0	0	0	0
SNAR-B2	0	0	0	0	0	0
SNAR-D	0	0	0	0	0	0
IZUMO2	0	0	0	0	0	0
MYH14	3067	2632	3180	2869	2623	2105
KCNC3	32	34	39	58	46	33
NAPSB	7	0	1	1	1	0
NAPSA	30	34	34	25	25	10
NR1H2	1866	1576	2013	1752	1465	1248
POLD1	2827	2532	3250	2675	2176	1783
SPIB	8	3	11	11	8	2
MYBPC2	4	2	5	5	4	2
FAM71E1	39	40	44	39	78	43
EMC10	3495	2941	3866	3804	3366	2653
LOC100506114	11	7	4	16	22	12
JOSD2	290	235	251	312	259	192
ASPDH	3	5	3	5	11	5
LRRC4B	5	8	4	2	12	9
SNAR-F	0	0	0	0	0	1
SYT3	28	18	31	27	28	11
C19orf81	26	45	32	56	37	22
SHANK1	15	10	14	10	16	10
CLEC11A	28	24	27	18	24	25
GPR32	2	0	0	0	0	0
ACPT	4	6	2	7	2	3
C19orf48	1670	1531	2000	1674	1602	1227
SNORD88B	15	13	22	9	7	11
SNORD88A	2	1	2	2	0	3
SNORD88C	3	3	3	9	2	1
MGC45922	1	0	2	3	0	1
KLK1	7	14	8	14	11	10
KLK15	0	2	2	2	0	0
KLK3	0	0	0	0	0	0
KLK2	0	0	0	0	0	0
KLKP1	0	1	0	1	0	0
KLK4	3	9	15	2	9	10
LOC390956	3	2	4	3	6	3
KLK5	6006	5737	7279	7027	5953	4777
KLK6	4888	4889	6278	5493	4823	3778
KLK7	41	33	39	30	39	25
KLK8	179	166	198	212	162	151
KLK9	337	298	380	380	340	242
KLK10	2683	2532	2987	2115	1743	1419
KLK11	77	75	59	39	55	41
KLK12	3	1	1	0	0	0
KLK13	381	284	320	351	324	283
KLK14	13	11	9	14	11	8
CTU1	201	196	305	215	167	124
LOC102724060	0	0	0	0	1	0
SIGLEC9	0	0	0	0	0	0
SIGLEC7	0	0	0	0	0	0
LOC101928517	2	1	3	0	3	1
SIGLEC17P	2	3	0	5	3	2
MIR8074	0	0	0	0	0	0
CD33	0	0	0	1	1	0
SIGLECL1	0	0	0	0	0	0
IGLON5	7	4	6	7	2	2
VSIG10L	109	107	148	75	65	56
ETFB	1807	1613	1904	1822	1582	1270
CLDND2	6	4	13	8	7	7
NKG7	0	0	0	1	2	0
LIM2	0	0	0	0	0	0
C19orf84	0	2	0	1	0	0
SIGLEC10	3	2	9	13	8	5
LOC100129083	0	0	0	0	2	0
SIGLEC8	0	0	0	0	0	0
CEACAM18	0	0	0	0	0	0
SIGLEC12	0	0	0	0	0	0
SIGLEC6	0	0	0	0	0	0
ZNF175	144	158	138	128	109	116
FLJ30403	4	6	6	4	4	4
SIGLEC5	0	0	0	0	0	0
SIGLEC14	0	0	0	0	0	0
SPACA6P-AS	17	17	21	17	19	8
MIR99B	0	2	0	1	0	2
MIRLET7E	0	0	0	0	0	0
MIR125A	0	0	0	0	0	0
SPACA6P	94	90	104	83	91	74
HAS1	0	1	0	0	0	0
FPR1	0	0	0	0	0	0
FPR2	0	0	0	0	0	0
FPR3	0	0	0	0	0	0
AC006272.1	0	0	0	0	0	0
ZNF577	49	40	47	54	56	49
LOC101928571	6	1	5	2	9	1
ZNF649	103	96	93	99	113	78
ZNF613	152	124	173	171	146	150
HCCAT3	1	2	1	2	1	3
ZNF350	181	146	202	161	150	134
ZNF615	248	209	253	238	222	201
ZNF614	602	600	680	628	609	482
ZNF432	211	215	230	200	212	158
ZNF841	441	337	458	446	383	309
ZNF616	270	309	311	305	272	196
ZNF836	97	56	80	72	71	55
PPP2R1A	6031	5096	6659	6000	5132	3995
MIR6801	0	0	0	1	0	0
ZNF766	574	507	671	502	446	398
MIR643	1	1	0	0	0	0
ZNF480	669	513	642	618	564	456
ZNF610	0	0	0	0	0	0
ZNF880	0	0	0	0	1	0
LOC102724105	0	0	0	0	0	0
ZNF528	0	0	0	0	0	1
ZNF534	0	0	0	0	0	0
ZNF578	1	0	1	2	2	1
ZNF808	249	284	272	287	287	195
ZNF701	196	161	210	175	157	143
ZNF137P	83	43	83	62	58	55
ZNF83	600	445	613	519	511	404
LOC101928641	227	151	221	206	173	136
ZNF611	439	343	399	409	290	265
ZNF600	254	213	256	238	203	173
ZNF28	827	727	938	911	899	708
ZNF468	814	677	914	790	687	569
ZNF320	389	346	449	328	341	250
ZNF888	316	271	345	329	265	230
ZNF816-ZNF321P	0	0	0	0	0	0
ZNF321P	0	0	0	0	3	0
ZNF816	78	77	97	108	74	63
ZNF702P	2	1	0	0	0	0
ERVV-1	0	0	0	0	0	0
ERVV-2	0	0	0	0	0	0
ZNF160	356	310	425	330	295	249
ZNF415	0	0	0	0	0	0
ZNF347	0	0	0	0	1	0
ZNF665	1	0	0	0	0	0
ZNF818P	0	0	0	0	0	0
ZNF677	0	0	0	0	0	0
VN1R2	0	0	0	0	1	1
VN1R4	0	0	0	0	0	0
FAM90A27P	0	0	0	0	0	0
BIRC8	0	0	0	0	0	0
ZNF845	644	538	672	658	598	459
ZNF525	622	605	675	612	533	481
ZNF765	445	371	476	472	388	335
ZNF761	682	512	654	666	611	504
TPM3P9	317	245	343	287	268	251
ZNF813	472	408	559	472	438	340
ZNF331	789	613	778	872	752	679
LOC284379	0	0	0	0	0	0
DPRX	2	0	1	0	0	0
MIR512-1	0	0	0	0	0	0
MIR512-2	0	0	0	0	0	0
MIR1323	0	0	0	0	0	0
MIR498	0	0	0	0	0	0
MIR520E	0	0	0	0	0	0
MIR515-1	0	0	0	0	0	0
MIR519E	0	0	0	0	0	0
MIR520F	0	0	0	0	0	0
MIR515-2	0	0	0	0	0	0
MIR519C	0	0	0	0	0	0
MIR1283-1	0	0	0	0	0	0
MIR520A	0	0	0	0	0	0
MIR526B	0	0	0	0	0	0
MIR519B	0	0	0	0	0	0
MIR525	0	0	0	0	0	0
MIR523	0	0	0	0	0	0
MIR518F	0	0	0	0	0	0
MIR520B	0	0	0	0	0	0
MIR518B	0	0	0	0	0	0
MIR526A1	0	0	0	0	0	0
MIR520C	0	0	0	0	0	0
MIR518C	0	0	0	0	0	0
MIR524	0	0	0	0	0	0
MIR517A	0	0	0	0	0	0
MIR519D	0	0	0	0	0	0
MIR521-2	0	0	0	0	0	0
MIR520D	0	0	0	0	0	0
MIR517B	0	0	0	0	0	0
MIR520G	0	0	0	0	0	0
MIR516B2	0	0	0	0	0	0
MIR526A2	0	0	0	0	0	0
MIR518E	0	0	0	0	0	0
MIR518A1	0	0	0	0	0	0
MIR518D	0	0	0	0	0	0
MIR516B1	0	0	0	0	0	0
MIR518A2	0	0	0	0	0	0
MIR517C	0	0	0	0	0	0
MIR520H	0	0	0	0	0	0
MIR521-1	0	0	0	0	0	0
MIR522	0	0	0	0	0	0
MIR519A1	0	0	0	0	0	0
MIR527	0	0	0	0	0	0
MIR516A1	0	0	0	0	0	0
MIR1283-2	0	0	0	0	0	0
MIR516A2	0	0	0	0	0	0
MIR519A2	0	0	0	0	0	0
MIR371A	0	0	0	0	0	0
MIR371B	0	0	0	0	0	0
MIR372	0	0	0	0	0	0
MIR373	0	0	0	0	0	0
NLRP12	1	1	3	1	0	0
MYADM	2655	2574	3728	3451	2725	2278
PRKCG	9	6	3	9	7	13
CACNG7	0	0	0	0	0	0
CACNG8	27	12	19	23	22	14
MIR935	0	0	0	0	0	0
CACNG6	4	9	9	8	9	3
VSTM1	0	0	0	0	0	0
TARM1	0	0	0	0	0	0
OSCAR	0	0	1	2	0	2
NDUFA3	0	0	0	0	0	0
TFPT	0	0	0	0	0	0
PRPF31	5	0	4	1	4	2
AC012314.8	1	0	1	2	0	0
CNOT3	257	259	332	297	245	190
LOC102724273	13	6	3	14	4	0
LENG1	1	0	0	0	0	0
TMC4	32	40	33	46	33	29
MBOAT7	79	74	100	89	82	54
TSEN34	1	3	6	4	3	0
RPS9	18	15	16	11	12	13
LILRB3	0	0	0	0	0	0
LILRA6	0	0	0	0	0	0
LILRB5	0	0	0	0	0	0
LILRB2	0	0	0	0	0	0
MIR4752	0	0	0	0	0	0
LILRA5	0	0	0	0	0	0
LILRA4	0	0	0	0	0	0
LAIR1	0	0	0	0	0	0
TTYH1	0	0	0	0	0	0
LENG8	1	1	4	4	4	3
LENG9	0	0	0	0	0	0
CDC42EP5	0	0	0	0	0	0
LAIR2	0	0	0	0	0	0
LOC101929818	0	0	0	0	0	0
KIR3DX1	0	0	0	0	0	0
LILRA2	0	0	0	0	0	0
